votes,no_answers,questions,links,tags
0,,What is the Control Problem?,/questions/1518/what-is-the-control-problem,"definitions,control-problem"
4,,What is early stopping? [closed],/questions/16/what-is-early-stopping,"generalization,definitions"
2,2,Can we ever achieve hypercomputation using recurrent neural networks?,/questions/147/can-we-ever-achieve-hypercomputation-using-recurrent-neural-networks,"neural-networks,hypercomputation,recurrent-neural-networks"
13,,What is fuzzy logic?,/questions/10/what-is-fuzzy-logic,"deep-network,fuzzy-logic"
1,,How can genetic programming be used to prevent cyberterrorism?,/questions/1509/how-can-genetic-programming-be-used-to-prevent-cyberterrorism,"genetic-programming,cyberterrorism,security"
10,,"What limits, if any, does the halting problem put on Artificial Intelligence?",/questions/148/what-limits-if-any-does-the-halting-problem-put-on-artificial-intelligence,"halting-problem,turing-machine"
0,,How Watson can help to make medical diagnoses?,/questions/1427/how-watson-can-help-to-make-medical-diagnoses,"watson,healthcare"
6,,Does this argument refuting the existence of ultraintelligent machines work?,/questions/140/does-this-argument-refuting-the-existence-of-ultraintelligent-machines-work,"philosophy,ultraintelligent-machine"
0,,Calculate target output of neuron in hidden layers of neural network [migrated],/questions/2155/calculate-target-output-of-neuron-in-hidden-layers-of-neural-network,"neural-networks,deep-network,hidden-layers,backpropagation"
2,7,Why is searching important in AIs?,/questions/1877/why-is-searching-important-in-ais,search
3,,How does using ASIC for the acceleration of AI work?,/questions/1655/how-does-using-asic-for-the-acceleration-of-ai-work,"machine-learning,hardware"
4,,How to resolve lexical ambiguity in natural language processing?,/questions/218/how-to-resolve-lexical-ambiguity-in-natural-language-processing,"nlp,lexical-recognition"
2,2,Can programming cause passive or aggressive behavior in AIs?,/questions/1931/can-programming-cause-passive-or-aggressive-behavior-in-ais,"philosophy,emotional-intelligence,human-like"
4,2,How can an AI system develop its domain knowledge? Is there more than just Machine Learning?,/questions/2168/how-can-an-ai-system-develop-its-domain-knowledge-is-there-more-than-just-machi,"machine-learning,knowledge-representation"
1,,How can we create an AI to develop mobile apps?,/questions/2119/how-can-we-create-an-ai-to-develop-mobile-apps,computer-programming
2,,Are there any DeepQA-based computers other than Watson?,/questions/1665/are-there-any-deepqa-based-computers-other-than-watson,watson
8,,Differences between backpropagation techniques [closed],/questions/1851/differences-between-backpropagation-techniques,"neural-networks,machine-learning,backpropagation"
5,2,Memory intensive local search methods,/questions/1870/memory-intensive-local-search-methods,search
4,,How powerful a computer is required to simulate the human brain?,/questions/1314/how-powerful-a-computer-is-required-to-simulate-the-human-brain,"hardware,neuromorphic-computing"
0,2,How to store datasets of lexical connections?,/questions/212/how-to-store-datasets-of-lexical-connections,"algorithm,models,research,storage,lexical-recognition"
5,2,Power efficiency of human brains vs. neural networks,/questions/1834/power-efficiency-of-human-brains-vs-neural-networks,"neural-networks,human-like"
5,2,Wisdom representation?,/questions/2056/wisdom-representation,knowledge-representation
6,,What are the necessary components to make AI agent self-programming-capable?,/questions/1694/what-are-the-necessary-components-to-make-ai-agent-self-programming-capable,"machine-learning,computer-programming"
0,,How Watson can help to make medical diagnoses?,/questions/1427/how-watson-can-help-to-make-medical-diagnoses,"watson,healthcare"
6,,How do evolutionary algorithms have advantages over the conventional backpropagation methods?,/questions/1539/how-do-evolutionary-algorithms-have-advantages-over-the-conventional-backpropaga,"neural-networks,comparison,backpropagation,evolutionary-algorithms"
3,,Illustration of Von Neumann's Minimax theorem in games? [closed],/questions/1446/illustration-of-von-neumanns-minimax-theorem-in-games,"gaming,search,minimax,game-theory"
2,,Are there any microchips specifically designed to run ANNs?,/questions/237/are-there-any-microchips-specifically-designed-to-run-anns,"image-recognition,hardware"
1,,How does DeepQA analyze natural language? [closed],/questions/211/how-does-deepqa-analyze-natural-language,"algorithm,natural-language,watson,lexical-recognition"
7,,Have any AI systems yet been developed that can knowingly lie to / deceive a human?,/questions/1806/have-any-ai-systems-yet-been-developed-that-can-knowingly-lie-to-deceive-a-hum,"nlp,deception,human-like"
4,,Are there any ongoing projects which use the Stack Exchange for machine learning?,/questions/1963/are-there-any-ongoing-projects-which-use-the-stack-exchange-for-machine-learning,"ai-design,self-learning,knowledge-representation"
1,,What are the approaches to teach AI to how to render html page based on its source code?,/questions/1606/what-are-the-approaches-to-teach-ai-to-how-to-render-html-page-based-on-its-sour,"neural-networks,implementation,computer-programming"
-2,,How likely is it that Watson-like AI will replace Wikipedia-like encyclopedias? [closed],/questions/1379/how-likely-is-it-that-watson-like-ai-will-replace-wikipedia-like-encyclopedias,watson
4,1,How to avoid falling into the “local minima” trap? [closed],/questions/1362/how-to-avoid-falling-into-the-local-minima-trap,"neural-networks,backpropagation,gradient-descent"
8,,Are search engines considered AI?,/questions/91/are-search-engines-considered-ai,search
4,,Is anybody still using Conceptual Dependency Theory?,/questions/1859/is-anybody-still-using-conceptual-dependency-theory,"nlp,knowledge-representation"
2,,What are the minimum requirements to call something artificial neural network?,/questions/1598/what-are-the-minimum-requirements-to-call-something-artificial-neural-network,"neural-networks,implementation,computer-programming"
2,,How does Watson find and evaluate its evidence to the answer?,/questions/1334/how-does-watson-find-and-evaluate-its-evidence-to-the-answer,watson
5,2,What are the limits to what can be learnt using a backpropagation neural network?,/questions/247/what-are-the-limits-to-what-can-be-learnt-using-a-backpropagation-neural-network,"neural-networks,machine-learning,backpropagation,learning-theory"
3,,What jobs cannot be automatized by AI in the future?,/questions/2048/what-jobs-cannot-be-automatized-by-ai-in-the-future,"philosophy,robots"
4,2,Are methods of exhaustive search considered to be AI?,/questions/84/are-methods-of-exhaustive-search-considered-to-be-ai,"gaming,search,chess,heuristics"
1,1,Are there emergent models of time in robots?,/questions/184/are-there-emergent-models-of-time-in-robots,"knowledge-representation,time,embodied-cognition,grounded-cognition,emergence"
0,,Using AI capabilities for coding review [closed],/questions/1540/using-ai-capabilities-for-coding-review,"neural-networks,training,computer-programming"
0,,Does learning content from additional encyclopedias consume much less amount of storage?,/questions/1333/does-learning-content-from-additional-encyclopedias-consume-much-less-amount-of,"watson,storage"
1,,How to achieve recognition of postures and gestures?,/questions/1644/how-to-achieve-recognition-of-postures-and-gestures,"image-recognition,robots,gesture-recognition,posture-recognition,detecting-patterns"
1,,How does DeepQA analyze natural language? [closed],/questions/211/how-does-deepqa-analyze-natural-language,"algorithm,natural-language,watson,lexical-recognition"
-1,,Suggestion for university for PhD in computer vision [closed],/questions/2103/suggestion-for-university-for-phd-in-computer-vision,"machine-learning,image-recognition,strong-ai,computer-vision"
2,,What is the difference between AI and robots?,/questions/1462/what-is-the-difference-between-ai-and-robots,"comparison,robots"
0,,"When using neural networks to detect features in an image, how can locate that specific feature in the original image?",/questions/2037/when-using-neural-networks-to-detect-features-in-an-image-how-can-locate-that-s,"neural-networks,deep-learning,conv-neural-network,computer-vision"
4,,How can thousand-robot swarm coordinate their moves without bumping into each other?,/questions/1426/how-can-thousand-robot-swarm-coordinate-their-moves-without-bumping-into-each-ot,"robots,multi-agent-systems"
0,,Traffic camera datasets [migrated],/questions/2164/traffic-camera-datasets,datasets
2,1,How to represent a large decision tree?,/questions/1783/how-to-represent-a-large-decision-tree,"machine-learning,decision-theory,implementation"
3,,Applications of CNN for detecting crime from video surveillance cameras,/questions/1701/applications-of-cnn-for-detecting-crime-from-video-surveillance-cameras,"conv-neural-network,computer-vision,action-recognition"
7,,How close are we to creating Ex Machina?,/questions/1420/how-close-are-we-to-creating-ex-machina,"research,agi,robots"
0,,Training network to detect spelling mistakes,/questions/1494/training-network-to-detect-spelling-mistakes,"deep-learning,datasets,grammar-induction,pattern-languages,language-processing"
112,,Could a paradox kill an AI?,/questions/1768/could-a-paradox-kill-an-ai,"decision-theory,death"
-1,,How does Pinterest decipher what's on unmarked pictures and categorize them?,/questions/1687/how-does-pinterest-decipher-whats-on-unmarked-pictures-and-categorize-them,"image-recognition,classification,computer-vision"
1,2,Is it ethical to implement self-defence for street walking AI robots?,/questions/1376/is-it-ethical-to-implement-self-defence-for-street-walking-ai-robots,"ethics,decision-theory,robots"
1,,In LSTM text generation can low amount of training data be compensated?,/questions/1484/in-lstm-text-generation-can-low-amount-of-training-data-be-compensated,"datasets,lstm,text-generation"
9,,Would Google's self-driving-car stop when it sees somebody with a T-shirt with a stop sign printed on it?,/questions/1561/would-googles-self-driving-car-stop-when-it-sees-somebody-with-a-t-shirt-with-a,"self-driving,decision-theory,cars,object-recognition"
3,,Why would neural network dream scenes mirror the hallucinations people experience when they're tripping?,/questions/167/why-would-neural-network-dream-scenes-mirror-the-hallucinations-people-experienc,"conv-neural-network,deepdream,computer-vision,deepdreaming"
-2,1,How many neurons would a network have after a training of 100k small images?,/questions/1480/how-many-neurons-would-a-network-have-after-a-training-of-100k-small-images,"deep-network,image-recognition,deep-learning,datasets"
1,2,Is it ethical to implement self-defence for street walking AI robots?,/questions/1376/is-it-ethical-to-implement-self-defence-for-street-walking-ai-robots,"ethics,decision-theory,robots"
0,,Which deep networks are scalable in terms of “talking” to each other?,/questions/160/which-deep-networks-are-scalable-in-terms-of-talking-to-each-other,"algorithm,deep-learning,computer-vision"
3,,How to classify language as friendly or aggressive with AI?,/questions/1458/how-to-classify-language-as-friendly-or-aggressive-with-ai,"classification,datasets"
1,,What would happen if someone jumped in the front of a Google car?,/questions/1318/what-would-happen-if-someone-jumped-in-the-front-of-a-google-car,"self-driving,decision-theory"
0,,What are the most challenging tasks aiming to achieve the lowest error rate?,/questions/1392/what-are-the-most-challenging-tasks-aiming-to-achieve-the-lowest-error-rate,"image-recognition,deep-learning,datasets,benchmarking"
27,,How could self-driving cars make ethical decisions about who to kill?,/questions/111/how-could-self-driving-cars-make-ethical-decisions-about-who-to-kill,"algorithm,self-driving,decision-theory,ethics"
