votes,no_answers,questions,links,tags
5,,"Why when we look through a telescope in space, do the billions of stars not block our view from seeing further?",/questions/13742/why-when-we-look-through-a-telescope-in-space-do-the-billions-of-stars-not-bloc,"star,universe,telescope,observation,space"
1,1,What is the faintest magnitude a telescope can see?,/questions/18027/what-is-the-faintest-magnitude-a-telescope-can-see,"telescope,light,optics"
0,,The drift of the Moon's equatorial rotation velocity,/questions/18677/the-drift-of-the-moons-equatorial-rotation-velocity,"the-moon,rotation"
2,,Explaining the Drake Equation on a smaller scale,/questions/18574/explaining-the-drake-equation-on-a-smaller-scale,"solar-system,milky-way,life,astrobiology"
0,,Examples of astrophysical objects NOT in virial equilibrium?,/questions/18710/examples-of-astrophysical-objects-not-in-virial-equilibrium,"gravity,galactic-dynamics,observational-astronomy,interstellar-medium,stellar-dynamics"
1,,How could lithium burning take place in a quasi-star?,/questions/18640/how-could-lithium-burning-take-place-in-a-quasi-star,"black-hole,temperature,early-universe,metallicity,hypothetical"
1,,What could be past the particle horizon?,/questions/18452/what-could-be-past-the-particle-horizon,"astrophysics,big-bang-theory,horizon"
3,,"Why are galaxies distributed as walls and voids, or spider webs?",/questions/18686/why-are-galaxies-distributed-as-walls-and-voids-or-spider-webs,"gravity,galaxy,universe,cosmology,expansion"
4,1,How big can a crater get?,/questions/18257/how-big-can-a-crater-get,"asteroids,crater"
0,,What is the temperature 55 km beneath the surface of Mars?,/questions/14875/what-is-the-temperature-55-km-beneath-the-surface-of-mars,"mars,temperature,geology"
2,,Will the Juno mission locate Jupiter at the same precision as Saturn (4 km)?,/questions/18589/will-the-juno-mission-locate-jupiter-at-the-same-precision-as-saturn-4-km,"jupiter,ephemeris,juno,vlbi"
5,,What is the projected range of the JWST to be able to detect exoplanet atmospheres?,/questions/16650/what-is-the-projected-range-of-the-jwst-to-be-able-to-detect-exoplanet-atmospher,"exoplanet,atmosphere,infrared"
0,,Is time's unique direction the same consequence as space expansion ? Is expansion homogeneous? [duplicate],/questions/18576/is-times-unique-direction-the-same-consequence-as-space-expansion-is-expansio,"universe,space-time,space,expansion"
2,2,Stellar Mapping and Coordinates [closed],/questions/18203/stellar-mapping-and-coordinates,"star,distances,coordinate,naming"
1,1,"Is radar interferometry used, or feasible, for ground based astronomy?",/questions/18480/is-radar-interferometry-used-or-feasible-for-ground-based-astronomy,"radio-astronomy,interferometry,radar"
4,,Do Jupiter and the Moon help to protect the Earth agains comets/asteroids impacts?,/questions/18492/do-jupiter-and-the-moon-help-to-protect-the-earth-agains-comets-asteroids-impact,"asteroids,jupiter,comets,moon"
5,,Are there any known planets whose axis is oriented such that one pole always faces its star?,/questions/18399/are-there-any-known-planets-whose-axis-is-oriented-such-that-one-pole-always-fac,"planet,rotation"
20,,"Are there observable changes in a star about to become supernova, minutes or hours before the explosion?",/questions/18423/are-there-observable-changes-in-a-star-about-to-become-supernova-minutes-or-hou,"supernova,explosion"
2,2,Function for current distance between in light-seconds between Mars and Earth,/questions/17942/function-for-current-distance-between-in-light-seconds-between-mars-and-earth,distances
1,,Can SETI certify whether or not Proxima B is inhabited by beings using electromagnetic communication?,/questions/18059/can-seti-certify-whether-or-not-proxima-b-is-inhabited-by-beings-using-electroma,"exoplanet,radio-astronomy,earth-like-planet,extra-terrestrial"
4,,What (actually) is the “ deprojected half-light radius” of this almost-all-dark-matter Galaxy?,/questions/18074/what-actually-is-the-deprojected-half-light-radius-of-this-almost-all-dark,"galaxy,telescope,galactic-dynamics,velocity"
4,,Why are some universal entities round and others are flat?,/questions/18171/why-are-some-universal-entities-round-and-others-are-flat,"solar-system,galaxy,universe,planetary-ring"
0,,What is the speed of gravitational waves ? [duplicate],/questions/18342/what-is-the-speed-of-gravitational-waves,"black-hole,supermassive-black-hole,gravitational-waves"
3,1,Measurement precision of celestial events,/questions/18408/measurement-precision-of-celestial-events,earth
2,,Observations of a perigee coincident with a full Moon,/questions/18209/observations-of-a-perigee-coincident-with-a-full-moon,"solar-system,earth,observation,lunar,moon"
8,,"Why do we use FITS format for scientific images especially in astronomy? How is it different from formats such as JPEG, PNG etc?",/questions/15029/why-do-we-use-fits-format-for-scientific-images-especially-in-astronomy-how-is,"telescope,astrophysics,fundamental-astronomy,data-analysis"
-2,,Which are the most energetic events in the Universe?,/questions/18003/which-are-the-most-energetic-events-in-the-universe,"cosmology,astrophysics"
20,,The laws of physics through out the universe,/questions/18120/the-laws-of-physics-through-out-the-universe,cosmology
0,,How can we tell that the sun is moving with theories such as the theory of relativity?,/questions/14072/how-can-we-tell-that-the-sun-is-moving-with-theories-such-as-the-theory-of-relat,
1,,Is the universe moving through infinite space time as it expands?,/questions/17965/is-the-universe-moving-through-infinite-space-time-as-it-expands,"universe,space-time"
5,1,"What is the shape (along the plane, not up-down) of stellar orbits in flat spiral galaxies",/questions/16391/what-is-the-shape-along-the-plane-not-up-down-of-stellar-orbits-in-flat-spira,"orbit,milky-way,orbital-mechanics"
1,1,What solar features would I see at 10x magnification?,/questions/16469/what-solar-features-would-i-see-at-10x-magnification,"amateur-observing,sun,binoculars"
2,,Is there a type of star that emits relatively monochromatic visible light?,/questions/18047/is-there-a-type-of-star-that-emits-relatively-monochromatic-visible-light,"star,light"
0,,Multiple aerobraking [closed],/questions/13669/multiple-aerobraking,"the-moon,space"
24,3,What happens to the 99.9 % of the sun-rays that do not fall on any planets or any other celestial body?,/questions/17990/what-happens-to-the-99-9-of-the-sun-rays-that-do-not-fall-on-any-planets-or-an,"sun,light,astrophysics"
4,2,When the moon eclipses the sun what direction is darkened first: left or right?,/questions/18592/when-the-moon-eclipses-the-sun-what-direction-is-darkened-first-left-or-right,"sun,the-moon,solar-eclipse"
4,1,Effects of the solar tide on planets,/questions/18283/effects-of-the-solar-tide-on-planets,"solar-system,earth,venus,orbital-mechanics,tides"
3,,"Why are galaxies distributed as walls and voids, or spider webs?",/questions/18686/why-are-galaxies-distributed-as-walls-and-voids-or-spider-webs,"gravity,galaxy,universe,cosmology,expansion"
-2,1,Why Did The Universe Expand? [duplicate],/questions/18623/why-did-the-universe-expand,"black-hole,cosmology,singularity"
2,,How can we use hypervelocity stars to determine the origins of the Universe?,/questions/18144/how-can-we-use-hypervelocity-stars-to-determine-the-origins-of-the-universe,"universe,cosmology,big-bang-theory,future"
4,,Difference in the baryon acoustic oscillation measurements,/questions/18676/difference-in-the-baryon-acoustic-oscillation-measurements,"galaxy,galaxy-cluster"
2,,What (actually) defines an Aten-class near-earth asteroid?,/questions/18117/what-actually-defines-an-aten-class-near-earth-asteroid,"asteroids,near-earth-object"
0,,At what depth on Mars would the atmosphere have equal pressure of that on Earth?,/questions/14871/at-what-depth-on-mars-would-the-atmosphere-have-equal-pressure-of-that-on-earth,"atmosphere,mars"
6,1,How much mass do the volcanoes of Io erupt past escape velocity?,/questions/18567/how-much-mass-do-the-volcanoes-of-io-erupt-past-escape-velocity,"jupiter,geology,volcanism,io"
8,,Why are Saturn bands much fainter than Jupiter's?,/questions/16546/why-are-saturn-bands-much-fainter-than-jupiters,"planet,jupiter,atmosphere,saturn"
5,2,Did Gaia actually generate complete light curves for 212 Cepheids in other galaxies?,/questions/18456/did-gaia-actually-generate-complete-light-curves-for-212-cepheids-in-other-galax,"distances,expansion,cepheids,gaia,hubble-constant"
1,,"How to get the axial tilt vector(x,y,z) relative to ecliptic",/questions/18176/how-to-get-the-axial-tilt-vectorx-y-z-relative-to-ecliptic,"planet,orbit,rotation,coordinate,ecliptic"
1,,Can all astronomical signals be considered Gaussian noise?,/questions/18232/can-all-astronomical-signals-be-considered-gaussian-noise,"radio-astronomy,spectroscopy,spectrometry"
2,1,Does comet orbit lie in the same plane as the other planets?,/questions/18438/does-comet-orbit-lie-in-the-same-plane-as-the-other-planets,"planet,orbit,comets"
5,2,Could the merger of two rotating black holes create another that breaks the rotational speed limit?,/questions/18390/could-the-merger-of-two-rotating-black-holes-create-another-that-breaks-the-rota,"black-hole,rotation"
6,,Do supernovae produce powerful gravitational waves?,/questions/18347/do-supernovae-produce-powerful-gravitational-waves,"supernova,gravitational-waves"
0,,How to calculate a Galactocentric distance of another galaxy,/questions/17887/how-to-calculate-a-galactocentric-distance-of-another-galaxy,"distances,parallax,parsec"
2,1,Does all the exoplanets orbit the same direction?,/questions/18038/does-all-the-exoplanets-orbit-the-same-direction,"orbit,exoplanet"
1,1,What is the faintest magnitude a telescope can see?,/questions/18027/what-is-the-faintest-magnitude-a-telescope-can-see,"telescope,light,optics"
2,,How can we use hypervelocity stars to determine the origins of the Universe?,/questions/18144/how-can-we-use-hypervelocity-stars-to-determine-the-origins-of-the-universe,"universe,cosmology,big-bang-theory,future"
0,1,Could information be transmitted from inside a black hole using gravitational waves?,/questions/18269/could-information-be-transmitted-from-inside-a-black-hole-using-gravitational-wa,"black-hole,gravitational-waves"
-5,1,The Hollow Moon Story [closed],/questions/18326/the-hollow-moon-story,"earth,moon"
1,,Daytime: objects in sky [closed],/questions/18149/daytime-objects-in-sky,observation
0,,Calculating azimuth from equatorial coordinates,/questions/15013/calculating-azimuth-from-equatorial-coordinates,"fundamental-astronomy,coordinate,azimuth"
24,3,What happens to the 99.9 % of the sun-rays that do not fall on any planets or any other celestial body?,/questions/17990/what-happens-to-the-99-9-of-the-sun-rays-that-do-not-fall-on-any-planets-or-an,"sun,light,astrophysics"
-1,1,Can we observe the Milky Way on the edge of the universe? [closed],/questions/18102/can-we-observe-the-milky-way-on-the-edge-of-the-universe,"cosmology,space-time"
1,,Black hole darkness a result of gravity or temporal distortion?,/questions/16333/black-hole-darkness-a-result-of-gravity-or-temporal-distortion,"black-hole,space-time,redshift,special-relativity,time-dilation"
8,,What is the Galactic Latitude and Galactic Longitude? How is different from the latitude and longitude we use on Earth?,/questions/16339/what-is-the-galactic-latitude-and-galactic-longitude-how-is-different-from-the,"milky-way,positional-astronomy"
1,,Can you still see Polaris even if you are in the south pole?,/questions/16427/can-you-still-see-polaris-even-if-you-are-in-the-south-pole,"amateur-observing,star-gazing"
1,1,Could a passing black hole or massive object create a nova,/questions/17954/could-a-passing-black-hole-or-massive-object-create-a-nova,"star,gravity,black-hole"
-1,,Is parallel universe possible [duplicate],/questions/13620/is-parallel-universe-possible,"universe,cosmology,space"
5,,Can information leave the observable universe?,/questions/16776/can-information-leave-the-observable-universe,"universe,light,observable-universe"
